"MCKINNEY MUNICIPAL AIRPORT, TX US (USW00053914)"
Date,TAVG (Degrees Fahrenheit),TMAX (Degrees Fahrenheit),TMIN (Degrees Fahrenheit),PRCP (Inches),SNOW (Inches),SNWD (Inches)
2003-04-08,47,56,37,0.00,,
2003-04-09,47,63,31,0.00,,
2003-04-10,53,74,31,0.00,,
2003-04-11,59,75,43,0.00,,
2003-04-12,60,79,41,0.00,,
2003-04-13,67,81,53,0.00,,
2003-04-14,67,81,53,0.00,,
2003-04-15,69,75,63,0.00,,
2003-04-16,74,86,61,0.00,,
2003-04-17,65,79,51,0.00,,
2003-04-18,69,79,59,0.00,,
2003-04-19,75,82,67,0.02,,
2003-04-20,62,73,50,0.00,,
2003-04-21,61,79,43,0.00,,
2003-04-22,60,71,49,0.00,,
2003-04-23,63,70,56,0.47,,
2003-04-24,73,85,61,0.00,,
2003-04-25,66,77,54,0.00,,
2003-04-26,63,78,48,0.00,,
2003-04-27,72,84,59,0.00,,
2003-04-28,70,76,64,0.00,,
2003-04-29,73,81,65,0.02,,
2003-04-30,71,83,59,0.16,,
2003-05-01,79,90,67,0.00,,
2003-05-02,69,79,58,0.00,,
2003-05-03,74,87,61,0.00,,
2003-05-04,79,85,73,0.00,,
2003-05-05,82,90,73,0.00,,
2003-05-06,79,86,72,0.00,,
2003-05-07,78,89,67,0.00,,
2003-05-08,82,87,77,0.00,,
2003-05-09,82,88,76,0.00,,
2003-05-10,79,86,72,0.00,,
2003-05-11,67,80,53,0.00,,
2003-05-12,67,84,50,0.00,,
2003-05-13,73,83,63,0.01,,
2003-05-14,78,85,70,0.01,,
2003-05-15,74,82,65,0.00,,
2003-05-16,80,93,67,0.02,,
2003-05-17,69,79,59,0.00,,
2003-05-18,72,89,55,0.00,,
2003-05-19,,,,0.00,,
2003-05-20,62,66,58,0.02,,
2003-05-21,65,71,58,0.00,,
2003-05-22,65,75,54,0.01,,
2003-05-23,70,85,55,0.00,,
2003-05-24,77,89,65,1.41,,
2003-05-25,73,84,61,0.86,,
2003-05-26,68,78,57,0.00,,
2003-05-27,70,83,57,0.00,,
2003-05-28,69,86,51,0.00,,
2003-05-29,78,95,60,0.00,,
2003-05-30,82,101,63,0.00,,
2003-05-31,80,95,65,0.00,,
2003-06-01,81,95,67,0.00,,
2003-06-02,80,93,67,0.00,,
2003-06-03,77,92,62,0.00,,
2003-06-04,79,88,69,0.00,,
2003-06-05,70,74,65,0.67,,
2003-06-06,72,83,60,0.03,,
2003-06-07,71,87,55,0.00,,
2003-06-08,72,81,62,0.32,,
2003-06-09,,,,0.00,,
2003-06-10,80,92,68,0.11,,
2003-06-11,81,94,68,0.28,,
2003-06-12,72,79,65,1.26,,
2003-06-13,72,78,66,0.90,,
2003-06-14,77,88,65,0.17,,
2003-06-15,77,88,65,0.00,,
2003-06-16,76,86,65,0.39,,
2003-06-17,76,86,66,0.50,,
2003-06-18,77,88,65,0.01,,
2003-06-19,78,90,66,0.00,,
2003-06-20,79,91,67,0.00,,
2003-06-21,82,92,72,0.00,,
2003-06-22,85,94,75,0.00,,
2003-06-23,,,,0.00,,
2003-06-24,87,94,79,0.00,,
2003-06-25,86,95,77,0.00,,
2003-06-26,75,83,67,0.10,,
2003-06-27,74,87,61,0.00,,
2003-06-28,75,90,59,0.00,,
2003-06-29,77,91,62,0.00,,
2003-06-30,80,93,66,0.00,,
2003-07-01,80,91,69,0.00,,
2003-07-02,83,96,69,0.00,,
2003-07-03,82,95,69,0.00,,
2003-07-04,82,93,70,0.00,,
2003-07-05,81,91,71,0.00,,
2003-07-06,83,93,72,0.02,,
2003-07-07,83,93,72,0.00,,
2003-07-08,83,93,72,0.00,,
2003-07-09,83,93,73,0.00,,
2003-07-10,83,95,71,0.00,,
2003-07-11,82,97,67,0.00,,
2003-07-12,83,96,69,0.00,,
2003-07-13,86,99,73,0.00,,
2003-07-14,87,98,75,0.00,,
2003-07-15,83,96,70,0.00,,
2003-07-16,83,95,71,0.00,,
2003-07-17,84,97,70,0.00,,
2003-07-18,87,101,72,0.00,,
2003-07-19,87,100,73,0.00,,
2003-07-20,89,101,76,0.00,,
2003-07-21,90,101,78,0.00,,
2003-07-22,88,99,76,0.19,,
2003-07-23,82,94,70,0.01,,
2003-07-24,78,93,63,0.00,,
2003-07-25,85,96,74,0.00,,
2003-07-26,87,97,76,0.00,,
2003-07-27,85,98,72,0.00,,
2003-07-28,86,100,72,0.00,,
2003-07-29,87,102,72,0.00,,
2003-07-30,86,97,75,0.00,,
2003-07-31,84,97,71,0.00,,
2003-08-01,88,101,75,0.00,,
2003-08-02,87,99,75,0.00,,
2003-08-03,81,85,76,0.00,,
2003-08-04,87,100,74,0.00,,
2003-08-05,89,102,76,0.00,,
2003-08-06,91,109,73,0.00,,
2003-08-07,88,104,72,0.00,,
2003-08-08,87,98,75,0.11,,
2003-08-09,76,83,69,0.11,,
2003-08-10,82,97,67,0.00,,
2003-08-11,85,101,68,0.01,,
2003-08-12,78,92,64,0.01,,
2003-08-13,77,88,66,0.11,,
2003-08-14,79,91,66,0.06,,
2003-08-15,82,97,67,0.01,,
2003-08-16,85,101,69,0.00,,
2003-08-17,86,101,70,0.00,,
2003-08-18,,,,0.00,,
2003-08-19,87,100,73,0.00,,
2003-08-20,86,98,74,0.00,,
2003-08-21,89,101,76,0.00,,
2003-08-22,87,100,73,0.00,,
2003-08-23,85,99,70,0.00,,
2003-08-24,85,99,71,0.00,,
2003-08-25,86,100,72,0.00,,
2003-08-26,84,95,72,0.76,,
2003-08-27,83,96,70,0.00,,
2003-08-28,85,96,74,0.00,,
2003-08-29,87,96,77,0.00,,
2003-08-30,85,95,74,0.10,,
2003-08-31,79,83,74,0.02,,
2003-09-01,72,74,69,2.23,,
2003-09-02,76,82,69,0.00,,
2003-09-03,77,84,70,0.00,,
2003-09-04,80,89,70,0.11,,
2003-09-05,76,88,64,0.00,,
2003-09-06,74,88,59,0.00,,
2003-09-07,71,86,55,0.01,,
2003-09-08,74,89,59,0.00,,
2003-09-09,77,89,64,0.00,,
2003-09-10,78,91,65,0.00,,
2003-09-11,75,82,68,1.87,,
2003-09-12,68,71,64,0.33,,
2003-09-13,70,79,60,0.01,,
2003-09-14,67,75,58,0.00,,
2003-09-15,69,82,55,0.01,,
2003-09-16,75,86,63,0.00,,
2003-09-17,76,87,65,0.00,,
2003-09-18,74,85,63,0.80,,
2003-09-19,67,76,57,0.00,,
2003-09-20,69,83,54,0.00,,
2003-09-21,73,80,65,0.00,,
2003-09-22,73,87,58,0.01,,
2003-09-23,74,85,62,0.00,,
2003-09-24,74,84,63,0.00,,
2003-09-25,73,85,60,0.01,,
2003-09-26,77,87,66,0.00,,
2003-09-27,71,86,56,0.00,,
2003-09-28,66,81,50,0.00,,
2003-09-29,65,79,50,0.00,,
2003-09-30,69,81,56,0.00,,
2003-10-01,66,77,55,0.00,,
2003-10-02,64,73,54,0.00,,
2003-10-03,65,79,51,0.00,,
2003-10-04,68,85,51,0.06,,
2003-10-05,71,76,65,0.29,,
2003-10-06,72,80,64,0.01,,
2003-10-07,71,82,59,0.01,,
2003-10-08,73,86,59,0.04,,
2003-10-09,71,78,63,0.14,,
2003-10-10,74,84,63,0.01,,
2003-10-11,70,83,57,0.00,,
2003-10-12,72,79,64,0.00,,
2003-10-13,75,86,63,0.00,,
2003-10-14,61,74,47,0.00,,
2003-10-15,59,77,41,0.01,,
2003-10-16,67,84,50,0.00,,
2003-10-17,61,74,48,0.00,,
2003-10-18,62,79,45,0.00,,
2003-10-19,66,86,46,0.00,,
2003-10-20,69,88,50,0.00,,
2003-10-21,71,90,52,0.00,,
2003-10-22,73,93,52,0.00,,
2003-10-23,71,90,51,0.00,,
2003-10-24,73,92,53,0.00,,
2003-10-25,67,79,54,0.00,,
2003-10-26,49,59,38,0.00,,
2003-10-27,55,77,33,0.00,,
2003-10-28,63,82,44,0.00,,
2003-10-29,64,85,43,0.00,,
2003-10-30,75,85,65,0.00,,
2003-10-31,80,87,72,0.00,,
2003-11-01,74,83,65,0.02,,
2003-11-02,72,81,62,0.00,,
2003-11-03,75,82,67,0.06,,
2003-11-04,75,84,66,0.00,,
2003-11-05,59,70,47,0.37,,
2003-11-06,48,51,44,0.01,,
2003-11-07,45,48,41,0.60,,
2003-11-08,49,50,48,0.32,,
2003-11-09,51,56,46,0.07,,
2003-11-10,62,71,52,0.00,,
2003-11-11,71,81,61,0.00,,
2003-11-12,68,78,57,0.00,,
2003-11-13,53,58,47,0.00,,
2003-11-14,53,60,46,0.00,,
2003-11-15,66,76,56,0.08,,
2003-11-16,62,78,46,0.01,,
2003-11-17,68,75,61,1.42,,
2003-11-18,57,63,50,0.07,,
2003-11-19,56,71,40,0.00,,
2003-11-20,58,76,40,0.00,,
2003-11-21,64,76,52,0.00,,
2003-11-22,70,79,60,0.00,,
2003-11-23,53,72,34,0.18,,
2003-11-24,37,45,28,0.00,,
2003-11-25,45,58,31,0.00,,
2003-11-26,60,75,44,0.00,,
2003-11-27,50,60,39,0.01,,
2003-11-28,43,57,29,0.00,,
2003-11-29,45,63,27,0.00,,
2003-11-30,55,69,40,0.00,,
2003-12-01,55,69,40,0.00,,
2003-12-02,53,60,46,0.00,,
2003-12-03,51,61,41,0.00,,
2003-12-04,45,59,30,0.00,,
2003-12-05,41,51,31,0.00,,
2003-12-06,37,49,25,0.00,,
2003-12-07,45,60,29,0.00,,
2003-12-08,60,72,48,0.00,,
2003-12-09,54,67,41,0.00,,
2003-12-10,39,52,25,0.00,,
2003-12-11,40,57,22,0.00,,
2003-12-12,41,47,35,1.04,,
2003-12-13,37,43,30,0.01,,
2003-12-14,39,54,24,0.00,,
2003-12-15,57,68,45,0.00,,
2003-12-16,39,48,29,0.00,,
2003-12-17,43,64,21,0.00,,
2003-12-18,45,59,30,0.00,,
2003-12-19,44,59,29,0.00,,
2003-12-20,45,64,25,0.00,,
2003-12-21,55,69,41,0.00,,
2003-12-22,61,74,47,0.00,,
2003-12-23,45,57,32,0.00,,
2003-12-24,42,59,24,0.00,,
2003-12-25,48,60,35,0.00,,
2003-12-26,57,65,49,0.00,,
2003-12-27,61,69,52,0.30,,
2003-12-28,47,54,39,0.15,,
2003-12-29,42,54,29,0.00,,
2003-12-30,46,62,29,0.00,,
2003-12-31,51,65,36,0.00,,
2004-01-01,63,68,57,0.03,,
2004-01-02,69,75,62,0.00,,
2004-01-03,70,76,64,0.00,,
2004-01-04,51,69,32,0.01,,
2004-01-05,31,38,24,0.00,,
2004-01-06,26,34,18,0.00,,
2004-01-07,30,42,17,0.00,,
2004-01-08,46,52,40,0.00,,
2004-01-09,40,51,29,0.00,,
2004-01-10,38,53,22,0.00,,
2004-01-11,46,64,27,0.00,,
2004-01-12,52,64,39,0.00,,
2004-01-13,56,67,45,0.00,,
2004-01-14,60,71,48,0.00,,
2004-01-15,55,62,47,0.02,,
2004-01-16,57,61,52,2.86,,
2004-01-17,59,67,50,0.35,,
2004-01-18,42,50,34,0.01,,
2004-01-19,35,43,26,0.00,,
2004-01-20,35,46,24,0.00,,
2004-01-21,41,54,28,0.00,,
2004-01-22,46,60,31,0.00,,
2004-01-23,47,64,30,0.00,,
2004-01-24,58,61,54,0.39,,
2004-01-25,61,72,49,0.05,,
2004-01-26,42,59,25,0.00,,
2004-01-27,31,42,20,0.00,,
2004-01-28,38,55,20,0.00,,
2004-01-29,48,56,39,0.00,,
2004-01-30,37,45,28,0.00,,
2004-01-31,37,49,25,0.00,,
2004-02-01,48,52,43,0.21,,
2004-02-02,40,50,30,0.00,,
2004-02-03,38,52,23,0.02,,
2004-02-04,41,45,36,0.91,,
2004-02-05,41,44,37,0.09,,
2004-02-06,36,42,29,0.00,,
2004-02-07,36,47,24,0.00,,
2004-02-08,39,50,27,0.00,,
2004-02-09,45,47,42,0.01,,
2004-02-10,45,53,37,0.00,,
2004-02-11,43,46,39,0.67,,
2004-02-12,36,42,29,0.01,,
2004-02-13,31,39,23,0.02,,
2004-02-14,33,34,31,0.32,,
2004-02-15,39,47,30,0.00,,
2004-02-16,42,57,27,0.00,,
2004-02-17,46,59,33,0.03,,
2004-02-18,48,66,29,0.00,,
2004-02-19,62,72,52,0.00,,
2004-02-20,57,64,49,0.00,,
2004-02-21,49,66,32,0.00,,
2004-02-22,53,71,34,0.00,,
2004-02-23,55,58,52,0.52,,
2004-02-24,49,53,45,0.39,,
2004-02-25,44,51,37,0.20,,
2004-02-26,45,57,32,0.00,,
2004-02-27,44,60,28,0.00,,
2004-02-28,50,58,42,0.00,,
2004-02-29,54,58,49,0.52,,
2004-03-01,56,70,42,0.00,,
2004-03-02,54,69,38,0.02,,
2004-03-03,66,73,58,0.02,,
2004-03-04,64,73,55,1.46,,
2004-03-05,62,72,51,0.00,,
2004-03-06,55,67,42,0.00,,
2004-03-07,56,68,43,0.00,,
2004-03-08,53,71,35,0.00,,
2004-03-09,55,68,42,0.00,,
2004-03-10,50,68,32,0.00,,
2004-03-11,55,65,44,0.00,,
2004-03-12,50,57,42,0.00,,
2004-03-13,51,55,47,0.26,,
2004-03-14,56,64,48,0.30,,
2004-03-15,55,64,45,0.00,,
2004-03-16,53,66,40,0.01,,
2004-03-17,61,82,39,0.00,,
2004-03-18,70,81,59,0.00,,
2004-03-19,69,75,63,0.00,,
2004-03-20,74,83,65,0.00,,
2004-03-21,60,70,49,0.00,,
2004-03-22,56,61,50,0.00,,
2004-03-23,61,74,47,0.00,,
2004-03-24,65,70,59,0.00,,
2004-03-25,70,77,63,0.00,,
2004-03-26,72,77,66,0.00,,
2004-03-27,70,77,63,0.00,,
2004-03-28,63,74,51,0.00,,
2004-03-29,58,75,41,0.00,,
2004-03-30,60,75,45,0.00,,
2004-03-31,55,72,38,0.00,,
2004-04-01,62,80,43,0.00,,
2004-04-02,65,77,52,0.00,,
2004-04-03,64,77,50,0.00,,
2004-04-04,60,72,47,0.00,,
2004-04-05,64,74,53,0.00,,
2004-04-06,64,73,54,0.50,,
2004-04-07,63,72,53,0.06,,
2004-04-08,66,80,51,0.01,,
2004-04-09,67,82,52,0.01,,
2004-04-10,61,71,51,0.23,,
2004-04-11,50,53,47,0.11,,
2004-04-12,53,61,45,0.02,,
2004-04-13,52,63,41,0.00,,
2004-04-14,54,73,34,0.00,,
2004-04-15,65,79,50,0.00,,
2004-04-16,70,80,60,0.00,,
2004-04-17,71,82,60,0.00,,
2004-04-18,71,78,63,0.00,,
2004-04-19,69,73,65,0.01,,
2004-04-20,70,78,62,0.00,,
2004-04-21,75,83,66,0.00,,
2004-04-22,77,84,69,0.00,,
2004-04-23,72,81,63,0.74,,
2004-04-24,65,68,62,1.80,,
2004-04-25,69,77,60,0.36,,
2004-04-26,66,77,55,0.00,,
2004-04-27,66,81,50,0.01,,
2004-04-28,68,78,57,0.04,,
2004-04-29,71,80,62,0.35,,
2004-04-30,73,82,64,0.47,,
2004-05-01,55,64,46,0.53,,
2004-05-02,58,74,42,0.00,,
2004-05-03,61,73,48,0.00,,
2004-05-04,69,85,53,0.00,,
2004-05-05,70,82,58,0.00,,
2004-05-06,71,82,59,0.00,,
2004-05-07,71,82,60,0.00,,
2004-05-08,72,81,62,0.00,,
2004-05-09,72,82,62,0.01,,
2004-05-10,73,82,64,0.00,,
2004-05-11,76,83,68,0.43,,
2004-05-12,78,87,68,0.00,,
2004-05-13,69,78,59,0.04,,
2004-05-14,62,69,54,0.00,,
2004-05-15,65,75,55,0.00,,
2004-05-16,68,82,54,0.00,,
2004-05-17,75,85,64,0.00,,
2004-05-18,81,89,72,0.00,,
2004-05-19,78,87,69,0.00,,
2004-05-20,78,88,68,0.00,,
2004-05-21,80,88,72,0.00,,
2004-05-22,79,87,71,0.00,,
2004-05-23,81,88,73,0.00,,
2004-05-24,79,85,73,0.00,,
2004-05-25,76,81,71,0.01,,
2004-05-26,81,88,74,0.00,,
2004-05-27,79,89,68,2.46,,
2004-05-28,78,89,67,0.01,,
2004-05-29,80,88,71,0.00,,
2004-05-30,81,94,67,0.02,,
2004-05-31,76,89,63,0.00,,
2004-06-01,77,91,63,0.16,,
2004-06-02,77,90,64,0.74,,
2004-06-03,75,84,65,0.25,,
2004-06-04,75,89,61,0.00,,
2004-06-05,78,86,69,0.69,,
2004-06-06,78,88,68,0.85,,
2004-06-07,79,88,69,0.15,,
2004-06-08,74,77,70,0.91,,
2004-06-09,76,81,71,0.54,,
2004-06-10,79,87,70,0.75,,
2004-06-11,83,91,75,0.00,,
2004-06-12,,,,0.00,,
2004-06-13,80,90,70,0.10,,
2004-06-14,80,89,70,0.00,,
2004-06-15,69,89,,0.00,,
2004-06-16,81,91,71,0.13,,
2004-06-17,81,91,70,0.00,,
2004-06-18,82,91,72,0.00,,
2004-06-19,80,89,71,0.37,,
2004-06-20,79,89,68,0.00,,
2004-06-21,81,90,72,0.01,,
2004-06-22,76,83,68,0.08,,
2004-06-23,76,87,65,0.01,,
2004-06-24,78,88,68,0.00,,
2004-06-25,79,87,70,0.05,,
2004-06-26,75,82,67,1.61,,
2004-06-27,74,79,69,0.49,,
2004-06-28,75,79,70,0.19,,
2004-06-29,75,79,70,0.03,,
2004-06-30,76,82,70,0.03,,
2004-07-01,81,88,73,0.10,,
2004-07-02,83,90,75,0.00,,
2004-07-03,82,93,70,0.00,,
2004-07-04,83,91,74,0.00,,
2004-07-05,82,89,75,0.00,,
2004-07-06,82,89,74,0.00,,
2004-07-07,81,88,73,0.00,,
2004-07-08,83,92,73,0.00,,
2004-07-09,83,91,75,0.00,,
2004-07-10,81,90,72,0.00,,
2004-07-11,81,92,70,0.00,,
2004-07-12,82,93,70,0.00,,
2004-07-13,82,95,69,0.00,,
2004-07-14,82,96,68,0.00,,
2004-07-15,83,98,67,0.00,,
2004-07-16,85,99,70,0.00,,
2004-07-17,83,94,71,0.00,,
2004-07-18,78,91,65,0.00,,
2004-07-19,78,94,62,0.00,,
2004-07-20,80,93,66,0.00,,
2004-07-21,81,91,70,0.00,,
2004-07-22,83,95,70,0.00,,
2004-07-23,84,95,72,0.00,,
2004-07-24,85,97,73,0.00,,
2004-07-25,73,77,68,0.00,,
2004-07-26,75,86,63,0.10,,
2004-07-27,74,86,61,0.00,,
2004-07-28,79,85,72,1.86,,
2004-07-29,79,85,73,0.62,,
2004-07-30,79,89,69,0.01,,
2004-07-31,81,94,67,0.00,,
2004-08-01,83,95,71,0.00,,
2004-08-02,85,97,72,0.00,,
2004-08-03,85,97,72,0.00,,
2004-08-04,85,98,72,0.00,,
2004-08-05,85,95,74,0.00,,
2004-08-06,81,90,71,0.00,,
2004-08-07,79,88,69,0.00,,
2004-08-08,78,90,66,0.00,,
2004-08-09,82,94,70,0.00,,
2004-08-10,82,96,67,0.00,,
2004-08-11,75,86,63,0.00,,
2004-08-12,70,86,54,0.00,,
2004-08-13,73,85,61,0.00,,
2004-08-14,72,86,58,0.00,,
2004-08-15,76,87,64,0.00,,
2004-08-16,76,89,62,0.00,,
2004-08-17,78,93,62,0.00,,
2004-08-18,78,93,63,0.00,,
2004-08-19,74,78,69,0.40,,
2004-08-20,79,88,69,0.01,,
2004-08-21,75,82,67,0.00,,
2004-08-22,80,90,69,0.00,,
2004-08-23,83,92,73,0.00,,
2004-08-24,86,96,75,0.00,,
2004-08-25,88,97,78,0.00,,
2004-08-26,88,96,79,0.00,,
2004-08-27,85,96,74,0.00,,
2004-08-28,79,89,69,0.35,,
2004-08-29,77,89,64,0.00,,
2004-08-30,75,89,60,0.01,,
2004-08-31,75,89,60,0.00,,
2004-09-01,75,89,61,0.00,,
2004-09-02,76,88,63,0.00,,
2004-09-03,75,88,62,0.01,,
2004-09-04,80,90,70,0.00,,
2004-09-05,81,91,71,0.00,,
2004-09-06,76,87,64,0.29,,
2004-09-07,73,85,61,0.00,,
2004-09-08,69,84,54,0.00,,
2004-09-09,70,88,51,0.00,,
2004-09-10,72,89,54,0.01,,
2004-09-11,76,91,60,0.00,,
2004-09-12,77,93,60,0.00,,
2004-09-13,76,92,60,0.00,,
2004-09-14,81,90,72,0.23,,
2004-09-15,81,90,72,0.00,,
2004-09-16,82,95,68,0.01,,
2004-09-17,83,96,69,0.00,,
2004-09-18,82,95,68,0.00,,
2004-09-19,79,92,66,0.00,,
2004-09-20,73,89,57,0.00,,
2004-09-21,76,89,63,0.00,,
2004-09-22,75,88,62,0.00,,
2004-09-23,76,88,64,0.00,,
2004-09-24,76,89,63,0.00,,
2004-09-25,75,88,62,0.01,,
2004-09-26,76,89,62,0.01,,
2004-09-27,73,88,57,0.00,,
2004-09-28,70,84,55,0.00,,
2004-09-29,70,86,54,0.00,,
2004-09-30,69,87,51,0.00,,
2004-10-01,76,87,65,0.02,,
2004-10-02,67,77,56,0.00,,
2004-10-03,67,82,52,0.00,,
2004-10-04,64,70,58,0.87,,
2004-10-05,70,81,58,0.01,,
2004-10-06,74,83,64,0.01,,
2004-10-07,76,83,68,0.09,,
2004-10-08,75,85,65,0.00,,
2004-10-09,66,70,61,0.54,,
2004-10-10,65,67,62,0.24,,
2004-10-11,69,76,62,0.16,,
2004-10-12,64,74,53,0.00,,
2004-10-13,66,80,52,0.00,,
2004-10-14,58,67,49,0.03,,
2004-10-15,65,82,47,0.00,,
2004-10-16,64,75,52,0.00,,
2004-10-17,68,86,49,0.00,,
2004-10-18,77,91,63,0.00,,
2004-10-19,74,91,57,0.00,,
2004-10-20,70,89,50,0.00,,
2004-10-21,75,82,68,0.01,,
2004-10-22,77,86,67,0.26,,
2004-10-23,67,83,50,0.00,,
2004-10-24,65,84,45,0.00,,
2004-10-25,73,79,66,0.22,,
2004-10-26,73,79,66,0.00,,
2004-10-27,78,85,70,0.57,,
2004-10-28,77,84,70,0.00,,
2004-10-29,75,82,68,0.40,,
2004-10-30,67,81,53,0.04,,
2004-10-31,70,82,58,0.35,,
2004-11-01,65,69,61,0.78,,
2004-11-02,57,62,51,0.53,,
2004-11-03,50,56,44,0.14,,
2004-11-04,52,67,37,0.00,,
2004-11-05,53,69,37,0.00,,
2004-11-06,57,77,37,0.00,,
2004-11-07,62,78,46,0.00,,
2004-11-08,59,74,44,0.01,,
2004-11-09,58,69,47,0.00,,
2004-11-10,61,72,50,0.00,,
2004-11-11,53,61,45,0.00,,
2004-11-12,49,53,45,0.00,,
2004-11-13,53,55,50,0.01,,
2004-11-14,50,54,46,0.02,,
2004-11-15,59,63,54,0.00,,
2004-11-16,67,72,62,0.04,,
2004-11-17,57,64,50,1.10,,
2004-11-18,56,61,50,0.01,,
2004-11-19,60,67,53,0.00,,
2004-11-20,61,71,51,0.15,,
2004-11-21,62,68,56,0.02,,
2004-11-22,59,62,55,0.73,,
2004-11-23,58,65,51,0.88,,
2004-11-24,45,57,32,0.00,,
2004-11-25,45,60,29,0.00,,
2004-11-26,60,73,47,0.00,,
2004-11-27,51,66,36,0.00,,
2004-11-28,46,60,32,0.05,,
2004-11-29,53,61,44,0.38,,
2004-11-30,37,46,28,0.45,,
2004-12-01,41,57,24,0.00,,
2004-12-02,45,59,31,0.00,,
2004-12-03,43,59,27,0.00,,
2004-12-04,44,60,28,0.00,,
2004-12-05,58,65,51,0.18,,
2004-12-06,60,69,51,0.90,,
2004-12-07,51,63,39,0.00,,
2004-12-08,50,63,36,0.00,,
2004-12-09,53,66,40,0.01,,
2004-12-10,54,63,44,0.00,,
2004-12-11,47,60,34,0.00,,
2004-12-12,56,71,41,0.00,,
2004-12-13,43,53,32,0.00,,
2004-12-14,33,45,20,0.00,,
2004-12-15,32,48,15,0.00,,
2004-12-16,44,57,30,0.00,,
2004-12-17,43,60,26,0.00,,
2004-12-18,46,63,28,0.00,,
2004-12-19,43,53,32,0.00,,
2004-12-20,52,71,33,0.00,,
2004-12-21,53,66,40,0.00,,
2004-12-22,33,43,22,0.25,,
2004-12-23,23,31,15,0.00,,
2004-12-24,24,31,16,0.00,,
2004-12-25,30,46,14,0.00,,
2004-12-26,41,61,21,0.00,,
2004-12-27,43,59,26,0.00,,
2004-12-28,50,65,35,0.00,,
2004-12-29,59,64,53,0.00,,
2004-12-30,66,74,58,0.00,,
2004-12-31,66,73,59,0.00,,
2005-01-01,66,71,61,0.00,,
2005-01-02,64,68,60,1.82,,
2005-01-03,65,73,57,1.76,,
2005-01-04,62,68,56,0.10,,
2005-01-05,47,67,27,0.24,,
2005-01-06,29,35,22,0.00,,
2005-01-07,41,50,31,0.00,,
2005-01-08,39,51,26,0.00,,
2005-01-09,53,71,35,0.00,,
2005-01-10,63,73,53,0.00,,
2005-01-11,67,73,60,0.00,,
2005-01-12,64,71,57,0.24,,
2005-01-13,51,,,0.00,,
2005-01-14,41,53,28,0.00,,
2005-01-15,40,50,30,0.00,,
2005-01-16,32,39,25,0.00,,
2005-01-17,33,44,21,0.00,,
2005-01-18,36,46,25,0.00,,
2005-01-19,48,61,35,0.00,,
2005-01-20,52,71,33,0.00,,
2005-01-21,58,78,37,0.00,,
2005-01-22,43,55,30,0.00,,
2005-01-23,30,41,19,0.00,,
2005-01-24,45,63,26,0.00,,
2005-01-25,58,78,38,0.00,,
2005-01-26,55,69,41,0.00,,
2005-01-27,45,50,40,0.17,,
2005-01-28,39,41,36,0.15,,
2005-01-29,44,47,40,0.01,,
2005-01-30,39,41,37,1.00,,
2005-01-31,43,45,40,0.00,,
2005-02-01,40,42,37,0.31,,
2005-02-02,41,44,37,0.00,,
2005-02-03,41,55,27,0.00,,
2005-02-04,43,58,28,0.00,,
2005-02-05,48,58,37,0.00,,
2005-02-06,55,61,48,0.28,,
2005-02-07,48,58,38,0.01,,
2005-02-08,46,52,40,0.00,,
2005-02-09,41,48,34,0.00,,
2005-02-10,42,58,26,0.00,,
2005-02-11,49,58,40,0.00,,
2005-02-12,53,60,45,0.21,,
2005-02-13,65,75,54,0.00,,
2005-02-14,59,78,39,0.00,,
2005-02-15,67,81,52,0.00,,
2005-02-16,52,58,45,0.00,,
2005-02-17,48,55,41,0.00,,
2005-02-18,48,57,39,0.05,,
2005-02-19,54,61,47,0.00,,
2005-02-20,72,82,61,0.01,,
2005-02-21,65,80,49,0.00,,
2005-02-22,60,78,42,0.36,,
2005-02-23,60,69,50,0.10,,
2005-02-24,47,54,39,0.24,,
2005-02-25,45,58,31,0.00,,
2005-02-26,49,55,42,0.24,,
2005-02-27,48,51,44,0.07,,
2005-02-28,51,59,42,0.00,,
2005-03-01,43,51,34,0.06,,
2005-03-02,47,53,40,0.01,,
2005-03-03,51,60,41,0.00,,
2005-03-04,50,60,40,0.26,,
2005-03-05,53,63,42,0.01,,
2005-03-06,59,69,49,0.00,,
2005-03-07,61,71,51,0.00,,
2005-03-08,50,62,37,0.00,,
2005-03-09,54,67,41,0.09,,
2005-03-10,56,78,34,0.00,,
2005-03-11,56,69,43,0.00,,
2005-03-12,66,86,46,0.00,,
2005-03-13,56,67,45,0.00,,
2005-03-14,48,61,34,0.00,,
2005-03-15,47,51,42,0.03,,
2005-03-16,43,51,34,0.00,,
2005-03-17,44,60,27,0.00,,
2005-03-18,61,76,46,0.00,,
2005-03-19,58,71,45,0.00,,
2005-03-20,63,75,50,0.00,,
2005-03-21,67,77,57,0.20,,
2005-03-22,52,59,45,0.00,,
2005-03-23,50,62,37,0.00,,
2005-03-24,65,79,50,0.00,,
2005-03-25,59,69,49,0.00,,
2005-03-26,50,54,45,1.34,,
2005-03-27,48,56,40,0.40,,
2005-03-28,54,74,34,0.00,,
2005-03-29,62,70,54,0.00,,
2005-03-30,66,79,53,0.00,,
2005-03-31,63,78,48,0.00,,
2005-04-01,56,65,46,0.00,,
2005-04-02,54,74,34,0.00,,
2005-04-03,60,78,42,0.00,,
2005-04-04,66,76,56,0.00,,
2005-04-05,71,81,60,1.03,,
2005-04-06,62,68,56,0.00,,
2005-04-07,64,74,53,0.00,,
